Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro,geothermal
t8763,0.0,0.0,0.0,0.0,2514.956301468429,1.1730979351465924,88.12577232815502,52.46221364109378,0.0
t8764,0.0,0.0,0.0,0.0,2513.5660467181783,1.174631631369881,88.87471463025574,52.51069888089841,0.0
t8765,0.0,0.0,0.0,0.0,2512.2664846799753,1.176290954747509,89.74432797593735,52.48088177404871,0.0
t8766,0.0,0.0,0.0,0.0,2510.870669244117,1.1777835245308528,90.66305972122657,52.49814804522616,0.0
t8767,0.0,0.0,0.0,0.0,2509.472982340625,1.1792590855014764,91.64055506824876,52.4927764227431,0.0
t8768,0.0,0.0,0.0,0.0,2508.0807502140715,1.1807185535018332,92.58216800591791,52.51636853899496,0.0
t8769,0.0,0.0,0.0,0.0,2506.784294094231,1.1821725165793693,93.4551323048933,52.502232515166575,0.0
t8770,0.0,0.0,0.0,0.0,2505.38599220575,1.1836922473441955,94.22249802394798,52.49986328949006,0.0
t8771,0.0,0.0,0.0,0.0,2503.984994910305,1.1851888292512287,94.94630186586346,52.50853813632761,0.0
t8772,0.0,0.0,0.0,0.0,2502.5913521426032,1.1867672450589741,95.55335378490342,52.52698451480169,0.0
t8773,0.0,0.0,0.0,0.0,2501.297094553407,1.1883562392761557,95.9900541192723,52.51345553673897,0.0
t8774,0.0,0.0,0.0,0.0,2499.9013289040226,1.1899099497623822,96.31493122842181,52.50883550238586,0.0
t8775,0.0,0.0,0.0,0.0,2498.5082910246224,1.1913939529918638,96.57112332387902,52.49603203487529,0.0
t8776,0.0,0.0,0.0,0.0,2497.1259969983366,1.1928519143573593,96.7685100991602,52.421405600432195,0.0
t8777,0.0,0.0,0.0,0.0,2495.8560907011533,1.1943698568803687,96.94393611037665,52.32265768729647,0.0
t8778,0.0,0.0,0.0,0.0,2494.4758977012534,1.1958580059579558,97.10059013360897,52.28840077860421,0.0
t8779,0.0,0.0,0.0,0.0,2493.097829150202,1.1973078801947512,97.24510382215948,52.24535438884621,0.0
t8780,0.0,0.0,0.0,0.0,2491.7272434921138,1.1987136924504662,97.38319001229779,52.141630572433286,0.0
t8781,0.0,0.0,0.0,0.0,2490.484321977476,1.200223366666987,97.51843247636089,51.968478095378465,0.0
t8782,0.0,0.0,0.0,0.0,2489.1248731715636,1.2017077896961768,97.64628145984648,51.83172585770558,0.0
t8783,0.0,0.0,0.0,0.0,2487.7740715502964,1.2031793664670278,97.7710592490634,51.68224625824032,0.0
t8784,0.0,0.0,0.0,0.0,2486.435273829893,1.2046368132028424,97.89188585408733,51.54721734945326,0.0
t8785,0.0,0.0,0.0,0.0,2485.2269180198728,1.2062120426796283,98.01650235348494,51.43756866802152,0.0
t8786,0.0,0.0,0.0,0.0,2483.930337766867,1.2077485531296932,98.13656428839147,51.34247517464744,0.0
t8787,0.0,0.0,0.0,0.0,2482.66730372791,1.2092616042093924,98.25610381211561,51.261468976741924,0.0
t8788,0.0,0.0,0.0,0.0,2481.442473371366,1.2107355863887863,98.37421775117637,51.16510043667715,0.0
t8789,0.0,0.0,0.0,0.0,2480.3696955936307,1.212287367847628,98.49315589945452,51.040864157092514,0.0
t8790,0.0,0.0,0.0,0.0,2479.2085448873404,1.2137462795478335,98.61071579513728,50.960378783705565,0.0
t8791,0.0,0.0,0.0,0.0,2478.078387690319,1.215188435003664,98.7272219733199,50.9258756584184,0.0
t8792,0.0,0.0,0.0,0.0,2476.9856282364062,1.2166072934598233,98.84337960162955,50.80339509296657,0.0
t8793,0.0,0.0,0.0,0.0,2476.0479328380184,1.2180904771993817,98.95962506649015,50.67709534434087,0.0
t8794,0.0,0.0,0.0,0.0,2475.0161316729536,1.21949983999696,99.07238146275216,50.581143657435334,0.0
t8795,0.0,0.0,0.0,0.0,2474.0149391474024,1.2209247961364997,99.18348951686782,50.38605828156711,0.0
t8796,0.0,0.0,0.0,0.0,2473.051774302569,1.2223561368123357,99.29269832616279,50.22564833499239,0.0
t8797,0.0,0.0,0.0,0.0,2472.2482796160953,1.223781723525472,99.39825342309943,49.9850334695346,0.0
t8798,0.0,0.0,0.0,0.0,2471.3595357182876,1.2251875571048692,99.50320401438263,49.73295333310935,0.0
t8799,0.0,0.0,0.0,0.0,2470.514963360054,1.2265680771885297,99.60796197821075,49.49704460399093,0.0
t8800,0.0,0.0,0.0,0.0,2469.7228421083087,1.22796555166834,99.71219589946249,49.2184397364854,0.0
t8801,0.0,0.0,0.0,0.0,2469.1079407636607,1.2293651934521654,99.81603831226813,48.954863862199545,0.0
t8802,0.0,0.0,0.0,0.0,2468.403482800703,1.230763123954064,99.91992223393918,48.67072515037931,0.0
t8803,0.0,0.0,0.0,0.0,2467.7427185125744,1.2321528643555655,100.02382290406686,48.43810241902381,0.0
t8804,0.0,0.0,0.0,0.0,2467.1344831892297,1.2335240192919268,100.12776440939825,48.19264843517808,0.0
t8805,0.0,0.0,0.0,0.0,2466.7070393154577,1.234911511149903,100.23133354272335,47.8706808509707,0.0
t8806,0.0,0.0,0.0,0.0,2466.18539047711,1.236302786329768,100.33538401049915,47.50692062799121,0.0
t8807,0.0,0.0,0.0,0.0,2465.7068674919046,1.2376906731019335,100.44050903005328,47.44822590392003,0.0
t8808,0.0,0.0,0.0,0.0,2465.281003680659,1.2390709742491177,100.54462738469311,47.30959085069066,0.0
t8809,0.0,0.0,0.0,0.0,2465.0399059576253,1.2404346575319107,100.64772591176418,47.200819491704365,0.0
t8810,0.0,0.0,0.0,0.0,2464.7072179059483,1.2418142487581834,100.74953138544289,46.811713474062884,0.0
t8811,0.0,0.0,0.0,0.0,2464.4245389053135,1.2432009358246376,100.85070774558802,46.50314951561309,0.0
