Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro_long,pumped_hydro_short,geothermal,Total
t168,0.0,9.68658728234,19.234231714619998,4.863966413039999,0.0,0.0,0.0,0.0,0.0,16.0,49.78478541
t169,0.0,10.114831715179996,18.90013654074,4.77948018408,0.0,0.0,0.0,0.0,0.0,16.0,49.79444844
t170,0.0,55.122497954684526,18.499104154439998,4.678066824479999,0.0,0.0,0.0,0.0,0.0,16.0,94.29966893360452
t171,0.0,10.89928315721,18.09807173603,4.57665345676,0.0,0.0,0.0,0.0,0.0,16.0,49.57400835
t172,0.0,11.26925491311,17.697039349729998,4.4752400971599995,0.0,0.0,0.0,0.0,0.0,16.0,49.44153436
t173,0.0,11.66855270924,17.29600693132,4.37382672944,0.0,0.0,0.0,0.0,0.0,16.0,49.33838637
t174,0.0,12.023783275140001,16.89497454502,4.272413369839999,0.0,0.0,0.0,0.0,0.0,16.0,49.19117119
t175,0.0,57.11630020487452,16.49394212661,4.1710000021199996,0.0,0.0,0.0,0.0,0.0,16.0,93.78124233360452
t176,0.0,13.074037228389997,16.00217927477,4.04664265684,0.0,0.0,0.0,0.0,0.0,16.0,49.12285916
t177,0.0,13.586181685510002,15.51041642293,3.9222853115599996,0.0,0.0,0.0,0.0,0.0,16.0,49.01888342
t178,0.0,14.153850832629997,15.01865357109,3.7979279662799996,0.0,0.0,0.0,0.0,0.0,16.0,48.97043237
t179,0.0,14.659775859979998,14.52689068714,3.6735706128799994,0.0,0.0,0.0,0.0,0.0,16.0,48.86023716
t180,0.0,59.78576842070453,14.035127835299999,3.5492132676,0.0,0.0,0.0,0.0,0.0,16.0,93.37010952360453
t181,0.0,15.770777014220004,13.54336498346,3.42485592232,0.0,0.0,0.0,0.0,0.0,16.0,48.73899792
t182,0.0,16.48314044808,12.97111398544,3.2801446764799995,0.0,0.0,0.0,0.0,0.0,16.0,48.73439911
t183,0.0,17.224147561940004,12.39886298742,3.1354334306399996,0.0,0.0,0.0,0.0,0.0,16.0,48.75844398
t184,0.0,62.527494239404525,11.8266119894,2.9907221847999996,0.0,0.0,0.0,0.0,0.0,16.0,93.34482841360452
t185,0.0,63.23724589303452,11.25436102349,2.84601094708,0.0,0.0,0.0,0.0,0.0,16.0,93.33761786360452
t186,0.0,19.31150650352,10.68210999336,2.7012996931199997,0.0,0.0,0.0,0.0,0.0,16.0,48.69491619
t187,0.0,20.072816767149998,10.10985902745,2.5565884554,0.0,0.0,0.0,0.0,0.0,16.0,48.73926425
t188,0.0,20.844315740379997,9.47985758434,2.3972732352799997,0.0,0.0,0.0,0.0,0.0,16.0,48.72144656
t189,0.0,21.579679543379996,8.84985617334,2.2379580232799996,0.0,0.0,0.0,0.0,0.0,16.0,48.66749374
t190,0.0,66.98005949998452,8.21985476234,2.07864281128,0.0,0.0,0.0,0.0,0.0,16.0,93.27855707360453
t191,0.0,23.20530950938,7.58985335134,1.9193275992799999,0.0,0.0,0.0,0.0,0.0,16.0,48.71449046
t192,0.0,24.058559212379997,6.95985194034,1.76001238728,0.0,0.0,0.0,0.0,0.0,16.0,48.77842354
t193,0.0,24.88536863561,6.32985049723,1.6006971671599999,0.0,0.0,0.0,0.0,0.0,16.0,48.8159163
t194,0.0,26.040613763289997,5.54691827547,1.40270870124,0.0,0.0,0.0,0.0,0.0,16.0,48.99024074
t195,0.0,64.70616266072159,4.76398605371,1.20472023532,0.0,0.0,0.0,0.0,0.0,16.0,86.67486894975158
t196,0.0,28.407510048650003,3.98105383195,1.0067317694,0.0,0.0,0.0,0.0,0.0,16.0,49.39529565
t197,0.0,29.62615118633,3.19812161019,0.8087433034799999,0.0,0.0,0.0,0.0,0.0,16.0,49.6330161
