Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro,geothermal
t119,0.0,0.0,0.0,0.0,0.0,-0.16304347826017765,-0.1630434782608732,-0.05440699075826926,0.0
t120,0.0,0.0,0.0,0.0,0.0,-0.16304347826017196,-0.16304347826087315,-0.06260969312679741,0.0
t121,0.0,0.0,0.0,0.0,0.0,-0.16304347826015378,-0.163043478260873,-0.029117854842781888,0.0
t122,0.0,0.0,0.0,0.0,0.0,-0.1630434782601487,-0.16304347826087298,-0.038175375030756985,0.0
t123,0.0,0.0,0.0,0.0,0.0,-0.16304347826014393,-0.16304347826087293,-0.044613673946658175,0.0
t124,0.0,0.0,0.0,0.0,0.0,-0.1630434782601394,-0.1630434782608729,-0.05110013237349936,0.0
t125,0.0,0.0,0.0,0.0,0.0,-0.1630434782601352,-0.16304347826087284,-0.05822251259845131,0.0
t126,0.0,0.0,0.0,0.0,0.0,-0.16304347826011947,-0.16304347826087273,-0.03019667315494395,0.0
t127,0.0,0.0,0.0,0.0,0.0,-0.1630434782601158,-0.1630434782608727,-0.03725756276318016,0.0
t128,0.0,0.0,0.0,0.0,0.0,-0.16304347826011234,-0.16304347826087265,-0.04374941066696893,0.0
t129,0.0,0.0,0.0,0.0,0.0,-0.16304347826010915,-0.1630434782608726,-0.05024415325985764,0.0
t130,0.0,0.0,0.0,0.0,0.0,-0.16304347826010623,-0.1630434782608726,-0.057405286750944674,0.0
t131,0.0,0.0,0.0,0.0,0.0,-0.16304347826009263,-0.16304347826087248,-0.02843612650781321,0.0
t132,0.0,0.0,0.0,0.0,0.0,-0.1630434782600902,-0.16304347826087248,-0.03453901240230705,0.0
t133,0.0,0.0,0.0,0.0,0.0,-0.163043478260088,-0.16304347826087245,-0.04114040050804945,0.0
t134,0.0,0.0,0.0,0.0,0.0,-0.16304347826008603,-0.16304347826087243,-0.04840450545888252,0.0
t135,0.0,0.0,0.0,0.0,0.0,-0.16304347826008436,-0.1630434782608724,-0.05644797599906628,0.0
t136,0.0,0.0,0.0,0.0,0.0,-0.16304347826007265,-0.16304347826087232,-0.022109944497538874,0.0
t137,0.0,0.0,0.0,0.0,0.0,-0.16304347826007137,-0.1630434782608723,-0.029308245919369234,0.0
t138,0.0,0.0,0.0,0.0,0.0,-0.16304347826007035,-0.16304347826087226,-0.036957811425686875,0.0
t139,0.0,0.0,0.0,0.0,0.0,-0.1630434782600695,-0.16304347826087226,-0.04449275201999474,0.0
t140,0.0,0.0,0.0,0.0,0.0,-0.16304347826006893,-0.16304347826087223,-0.052991410320859314,0.0
t141,0.0,0.0,0.0,0.0,0.0,-0.163043478260059,-0.16304347826087218,-0.02031949698145521,0.0
t142,0.0,0.0,0.0,0.0,0.0,-0.16304347826005886,-0.16304347826087215,-0.029712869478140225,0.0
t143,0.0,0.0,0.0,0.0,0.0,-0.1630434782600589,-0.16304347826087215,-0.036542257098915794,0.0
t144,0.0,0.0,0.0,0.0,0.0,-0.1630434782600592,-0.16304347826087212,-0.04351976726740404,0.0
t145,0.0,0.0,0.0,0.0,0.0,-0.16304347826005966,-0.1630434782608721,-0.0510081113490632,0.0
t146,0.0,0.0,0.0,0.0,0.0,-0.16304347826005136,-0.1630434782608721,-0.025262967998068295,0.0
t147,0.0,0.0,0.0,0.0,0.0,-0.1630434782600523,-0.16304347826087207,-0.032678659701825936,0.0
t148,0.0,0.0,0.0,0.0,0.0,-0.16304347826005341,-0.16304347826087204,-0.03982288100691937,0.0
t149,0.0,0.0,0.0,0.0,0.0,-0.16304347826005475,-0.16304347826087204,-0.04703439497941776,0.0
t150,0.0,0.0,0.0,0.0,0.0,-0.16304347826005636,-0.16304347826087204,-0.05474265044959827,0.0
t151,0.0,0.0,0.0,0.0,0.0,-0.1630434782600496,-0.163043478260872,-0.02998814556754142,0.0
t152,0.0,0.0,0.0,0.0,0.0,-0.1630434782600516,-0.163043478260872,-0.03760323495837278,0.0
t153,0.0,0.0,0.0,0.0,0.0,-0.16304347826005383,-0.163043478260872,-0.04494458722884427,0.0
t154,0.0,0.0,0.0,0.0,0.0,-0.16304347826005633,-0.163043478260872,-0.052405737692380584,0.0
t155,0.0,0.0,0.0,0.0,0.0,-0.16304347826005905,-0.163043478260872,-0.06036912711570515,0.0
t156,0.0,0.0,0.0,0.0,0.0,-0.16304347826005383,-0.16304347826087198,-0.036415387715460185,0.0
t157,0.0,0.0,0.0,0.0,0.0,-0.163043478260057,-0.16304347826087198,-0.04429933626860966,0.0
t158,0.0,0.0,0.0,0.0,0.0,-0.16304347826006044,-0.16304347826087198,-0.05194952925129339,0.0
t159,0.0,0.0,0.0,0.0,0.0,-0.16304347826006407,-0.16304347826087198,-0.059641500600871866,0.0
t160,0.0,0.0,0.0,0.0,0.0,-0.16304347826006796,-0.16304347826087198,-0.06777153510568136,0.0
t161,0.0,0.0,0.0,0.0,0.0,-0.16304347826006435,-0.16304347826087195,-0.043971039731883904,0.0
t162,0.0,0.0,0.0,0.0,0.0,-0.16304347826006874,-0.16304347826087198,-0.05122112682678407,0.0
t163,0.0,0.0,0.0,0.0,0.0,-0.1630434782600734,-0.163043478260872,-0.054405626578512556,0.0
t164,0.0,0.0,0.0,0.0,0.0,-0.1630434782600783,-0.163043478260872,-0.05780525159086433,0.0
t165,0.0,0.0,0.0,0.0,0.0,-0.1630434782600835,-0.16304347826087204,-0.062188812975849134,0.0
t166,0.0,0.0,0.0,0.0,0.0,-0.16304347826008161,-0.16304347826087198,-0.03466296923046976,0.0
t167,0.0,0.0,0.0,0.0,0.0,-0.16304347826008733,-0.163043478260872,-0.03919774330512727,0.0
t168,0.0,0.0,0.0,0.0,0.0,-0.16304347826009336,-0.16304347826087204,-0.0432734489492549,0.0
t169,0.0,0.0,0.0,0.0,0.0,-0.1630434782600997,-0.16304347826087204,-0.04770104542436959,0.0
t170,0.0,0.0,0.0,0.0,0.0,-0.16304347826010632,-0.16304347826087207,-0.05316194833213736,0.0
t171,0.0,0.0,0.0,0.0,0.0,-0.16304347826010623,-0.16304347826087204,-0.02607091939403191,0.0
t172,0.0,0.0,0.0,0.0,0.0,-0.16304347826011348,-0.16304347826087207,-0.030550367545092338,0.0
t173,0.0,0.0,0.0,0.0,0.0,-0.16304347826012103,-0.1630434782608721,-0.036773024519037675,0.0
t174,0.0,0.0,0.0,0.0,0.0,-0.16304347826012897,-0.16304347826087212,-0.043226217692236946,0.0
t175,0.0,0.0,0.0,0.0,0.0,-0.1630434782601372,-0.16304347826087215,-0.05039420990246216,0.0
t176,0.0,0.0,0.0,0.0,0.0,-0.16304347826013912,-0.16304347826087215,-0.025561025955626683,0.0
t177,0.0,0.0,0.0,0.0,0.0,-0.16304347826014817,-0.16304347826087218,-0.03221817603130234,0.0
t178,0.0,0.0,0.0,0.0,0.0,-0.1630434782601576,-0.1630434782608722,-0.038444729697325375,0.0
